idarticulo,codigo,nombre_articulo,precio_venta,stock,descripcion_articulo,imagen,estado_articulo,nombre_categoria,descripcion_categoria,estado_categoria
934797,ayJdVUyQ,Alfombra Available,216.96,15,Artículo Alfombra Available en venta en tienda,fig_406,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
502670,hx52Wjye,Alfombra Despite,469.7,20,Artículo Alfombra Despite en venta en tienda,fig_409,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
492432,fNdpGHLf,Mesa Alone,345.43,12,Artículo Mesa Alone en venta en tienda,fig_413,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
404373,eCKv0O0n,Cama Leave,184.69,18,Artículo Cama Leave en venta en tienda,fig_414,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
113554,AooztPo6,Alfombra Investment,230.85,41,Artículo Alfombra Investment en venta en tienda,fig_415,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
799639,hdwo0UIF,Cama Which,785.81,92,Artículo Cama Which en venta en tienda,fig_416,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
410522,lKrZMUVv,Alfombra Story,476.26,58,Artículo Alfombra Story en venta en tienda,fig_421,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
902048,SOukgGqV,Alfombra Others,44.19,84,Artículo Alfombra Others en venta en tienda,fig_422,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
209830,HDvoURaw,Cuadro When,230.76,7,Artículo Cuadro When en venta en tienda,fig_424,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
850859,OqReWM1Q,Lámpara Around,36.95,90,Artículo Lámpara Around en venta en tienda,fig_425,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
156599,CM7SXBtj,Silla Fly,594.37,15,Artículo Silla Fly en venta en tienda,fig_428,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
617406,4S893QdN,Mesa Oil,340.69,54,Artículo Mesa Oil en venta en tienda,fig_432,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
744390,gTWx1tqR,Mesa Possible,113.62,37,Artículo Mesa Possible en venta en tienda,fig_434,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
926664,5nBrCOfE,Cocina Political,965.67,93,Artículo Cocina Political en venta en tienda,fig_436,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
965583,m8JJxroW,Silla True,768.53,7,Artículo Silla True en venta en tienda,fig_440,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
400338,2O4zFcl8,Silla Prevent,794.55,49,Artículo Silla Prevent en venta en tienda,fig_444,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
648149,2cPLmRpM,Silla Realize,594.62,63,Artículo Silla Realize en venta en tienda,fig_445,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
400343,a5UCtytN,Jarrón Task,515.12,62,Artículo Jarrón Task en venta en tienda,fig_446,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
736233,4Ua1JvI1,Cuadro Good,621.85,36,Artículo Cuadro Good en venta en tienda,fig_455,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
725995,Oiq7jm8G,Silla While,328.75,55,Artículo Silla While en venta en tienda,fig_456,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
265199,7y1nzLAt,Mesa Education,764.53,13,Artículo Mesa Education en venta en tienda,fig_458,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
936946,87oOWr8l,Mesa Right,844.43,23,Artículo Mesa Right en venta en tienda,fig_460,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
338945,UeIPo7j2,Mesa Well,895.46,66,Artículo Mesa Well en venta en tienda,fig_468,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
580621,dxuJ75IG,Lámpara Theory,727.21,55,Artículo Lámpara Theory en venta en tienda,fig_474,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
613397,aDYMuuIW,Cama Hair,984.27,55,Artículo Cama Hair en venta en tienda,fig_481,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
668698,ZjUvTL1s,Silla Billion,821.63,88,Artículo Silla Billion en venta en tienda,fig_483,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
463909,nvXzvHn2,Silla Opportunity,846.77,33,Artículo Silla Opportunity en venta en tienda,fig_486,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
701479,trE8hCw6,Cuadro Picture,463.59,42,Artículo Cuadro Picture en venta en tienda,fig_488,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
459823,jstZcLTI,Cama Ability,25.36,20,Artículo Cama Ability en venta en tienda,fig_490,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
707631,1AVnK3oa,Silla Edge,838.22,41,Artículo Silla Edge en venta en tienda,fig_493,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
805943,6drk8UdZ,Mesa Fish,794.84,48,Artículo Mesa Fish en venta en tienda,fig_495,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
625719,kuMcn4WA,Lámpara Decide,709.63,49,Artículo Lámpara Decide en venta en tienda,fig_496,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
920642,DELWgkyU,Cuadro Free,460.91,2,Artículo Cuadro Free en venta en tienda,fig_502,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
730179,06n2AY98,Lámpara Sing,712.56,37,Artículo Lámpara Sing en venta en tienda,fig_503,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
801868,NQB8IUzJ,Cuadro Shake,718.3,68,Artículo Cuadro Shake en venta en tienda,fig_507,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
795726,3J29Wt3b,Lámpara Laugh,656.08,31,Artículo Lámpara Laugh en venta en tienda,fig_508,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
250964,SHWyCXc1,Alfombra Participant,58.84,17,Artículo Alfombra Participant en venta en tienda,fig_513,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
631896,9iqIKoct,Lámpara Yourself,180.96,50,Artículo Lámpara Yourself en venta en tienda,fig_515,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
836696,ogd4njPg,Cama System,373.06,79,Artículo Cama System en venta en tienda,fig_516,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
810075,CShkzK1L,Jarrón Compare,433.47,76,Artículo Jarrón Compare en venta en tienda,fig_517,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
322655,koDTHTup,Alfombra Might,18.51,80,Artículo Alfombra Might en venta en tienda,fig_521,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
144481,zP0VPUvQ,Mesa Enter,163.62,73,Artículo Mesa Enter en venta en tienda,fig_522,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
836726,f7kCU77y,Lámpara Thank,852.7,77,Artículo Lámpara Thank en venta en tienda,fig_527,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
466042,FvWBTq9A,Cocina Scientist,894.12,95,Artículo Cocina Scientist en venta en tienda,fig_530,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
261242,FTsZpku0,Cama Fear,432.63,68,Artículo Cama Fear en venta en tienda,fig_531,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
384128,wHnVw9GS,Silla Debate,777.98,61,Artículo Silla Debate en venta en tienda,fig_532,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
128131,O4T1wx13,Silla Our,702.59,92,Artículo Silla Our en venta en tienda,fig_533,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
986254,kbWuXifQ,Lámpara Bit,419.1,92,Artículo Lámpara Bit en venta en tienda,fig_536,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
191648,QhV9u063,Cocina Material,156.85,51,Artículo Cocina Material en venta en tienda,fig_540,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
173223,9ajAac7l,Alfombra Go,92.34,72,Artículo Alfombra Go en venta en tienda,fig_542,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
965806,KY7YjG6M,Cuadro Player,801.81,70,Artículo Cuadro Player en venta en tienda,fig_545,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
134321,JgPsp3mR,Cuadro Management,473.97,5,Artículo Cuadro Management en venta en tienda,fig_547,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
652472,EyiCKNVq,Mesa True,568.0,94,Artículo Mesa True en venta en tienda,fig_554,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
136377,ajWR2pTE,Cocina Second,838.81,69,Artículo Cocina Second en venta en tienda,fig_555,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
472265,vrrBppgs,Alfombra It,579.21,62,Artículo Alfombra It en venta en tienda,fig_562,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
361683,Jo0o7tkN,Silla Market,145.1,84,Artículo Silla Market en venta en tienda,fig_565,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
619735,wHP5nJxu,Cuadro Off,897.97,95,Artículo Cuadro Off en venta en tienda,fig_569,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
826595,HxydRQm6,Mesa Deep,901.54,1,Artículo Mesa Deep en venta en tienda,fig_575,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
449764,bKUBQb6U,Cuadro Always,161.39,97,Artículo Cuadro Always en venta en tienda,fig_576,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
709862,NSbDpalg,Cocina Chance,193.21,55,Artículo Cocina Chance en venta en tienda,fig_578,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
513256,lyYzZzoU,Cama Fish,697.18,18,Artículo Cama Fish en venta en tienda,fig_581,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
695540,ZNn34R5J,Cocina Again,343.86,81,Artículo Cocina Again en venta en tienda,fig_588,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
820475,X91iiga1,Alfombra Article,809.7,48,Artículo Alfombra Article en venta en tienda,fig_589,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
349444,AXKNaXbq,Cuadro Power,610.7,91,Artículo Cuadro Power en venta en tienda,fig_595,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
623886,CSNgMove,Lámpara Gun,77.64,60,Artículo Lámpara Gun en venta en tienda,fig_600,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
967954,46UGiJXD,Cuadro Follow,89.9,34,Artículo Cuadro Follow en venta en tienda,fig_604,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
943385,eMvMSYec,Cocina Production,497.93,52,Artículo Cocina Production en venta en tienda,fig_610,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
773407,ld02azuV,Lámpara Ball,566.04,64,Artículo Lámpara Ball en venta en tienda,fig_615,1,Hogar y Decoracion,"Ofrece muebles para el hogar, articulos de decoracion como cuadros y jarrones, asi como utensilios de cocina y electrodomesticos.",1
